=== Run information ===

Scheme:weka.classifiers.functions.Logistic -R 1.0E-8 -M -1
Relation:     classes
    45        1:0        1:0         *0.608  0.392
    46        1:0        1:0         *0.877  0.123
    47        1:0        2:1      +   0.064 *0.936
    48        1:0        1:0         *0.992  0.008
    49        1:0        1:0         *0.968  0.032
    50        1:0        2:1      +   0.313 *0.687
    51        1:0        1:0         *0.997  0.003
    52        1:0        2:1      +   0.308 *0.692
    53        1:0        2:1      +   0.249 *0.751
    54        1:0        1:0         *0.848  0.152
    55        1:0        1:0         *0.704  0.296
    56        1:0        1:0         *0.983  0.017
    57        1:0        2:1      +   0.041 *0.959
    58        1:0        1:0         *0.679  0.321
    59        1:0        1:0         *0.995  0.005
    60        1:0        1:0         *0.966  0.034
     1        2:1        2:1          0.197 *0.803
     2        2:1        1:0      +  *0.866  0.134
     3        2:1        2:1          0.094 *0.906
     4        2:1        2:1          0.053 *0.947
     5        2:1        1:0      +  *0.74   0.26 
     6        2:1        1:0      +  *0.83   0.17 
     7        2:1        1:0      +  *0.692  0.308
     8        2:1        1:0      +  *0.868  0.132
     9        2:1        2:1          0.052 *0.948
    10        2:1        1:0      +  *0.694  0.306
    11        2:1        1:0      +  *0.937  0.063
    12        2:1        1:0      +  *0.993  0.007
    13        2:1        2:1          0.153 *0.847
    14        2:1        2:1          0.083 *0.917
    15        2:1        2:1          0.478 *0.522
    16        2:1        2:1          0.003 *0.997
    17        2:1        1:0      +  *0.9    0.1  
    18        2:1        2:1          0.12  *0.88 
    19        2:1        2:1          0.414 *0.586
    20        2:1        2:1          0.243 *0.757
    21        2:1        1:0      +  *0.625  0.375
    22        2:1        2:1          0.373 *0.627
    23        2:1        2:1          0.029 *0.971
    24        2:1        2:1          0.078 *0.922
    25        2:1        2:1          0.27  *0.73 
    26        2:1        2:1          0.287 *0.713
    27        2:1        1:0      +  *0.587  0.413
    28        2:1        2:1          0.463 *0.537
    29        2:1        2:1          0.064 *0.936
    30        2:1        2:1          0.196 *0.804
    31        1:0        1:0         *0.995  0.005
    32        1:0        2:1      +   0.409 *0.591
    33        1:0        2:1      +   0.034 *0.966
    34        1:0        2:1      +   0.221 *0.779
    35        1:0        2:1      +   0.309 *0.691
    36        1:0        1:0         *1      0    
    37        1:0        2:1      +   0.21  *0.79 
    38        1:0        2:1      +   0.146 *0.854
    39        1:0        1:0         *0.872  0.128
    40        1:0        1:0         *0.685  0.315
    41        1:0        1:0         *0.753  0.247
    42        1:0        2:1      +   0.35  *0.65 
    43        1:0        1:0         *0.781  0.219
    44        1:0        2:1      +   0.09  *0.91 
    45        1:0        1:0         *0.929  0.071
    46        1:0        2:1      +   0.24  *0.76 
    47        1:0        1:0         *0.852  0.148
    48        1:0        1:0         *0.913  0.087
    49        1:0        2:1      +   0.46  *0.54 
    50        1:0        2:1      +   0.181 *0.819
    51        1:0        1:0         *0.897  0.103
    52        1:0        2:1      +   0.053 *0.947
    53        1:0        1:0         *0.978  0.022
    54        1:0        1:0         *0.78   0.22 
    55        1:0        1:0         *0.782  0.218
    56        1:0        1:0         *0.702  0.298
    57        1:0        1:0         *0.898  0.102
    58        1:0        2:1      +   0.064 *0.936
    59        1:0        2:1      +   0.028 *0.972
    60        1:0        1:0         *0.531  0.469
     1        2:1        2:1          0.499 *0.501
     2        2:1        2:1          0.068 *0.932
     3        2:1        2:1          0.431 *0.569
     4        2:1        2:1          0.045 *0.955
     5        2:1        1:0      +  *0.963  0.037
     6        2:1        2:1          0.169 *0.831
     7        2:1        2:1          0.148 *0.852
     8        2:1        1:0      +  *0.506  0.494
     9        2:1        2:1          0.405 *0.595
    10        2:1        2:1          0.069 *0.931
    11        2:1        2:1          0.287 *0.713
    12        2:1        1:0      +  *0.544  0.456
    13        2:1        2:1          0.229 *0.771
    14        2:1        2:1          0.112 *0.888
    15        2:1        2:1          0.061 *0.939
    16        2:1        2:1          0.272 *0.728
    17        2:1        2:1          0.433 *0.567
    18        2:1        2:1          0.352 *0.648
    19        2:1        2:1          0.215 *0.785
    20        2:1        2:1          0.049 *0.951
    21        2:1        2:1          0.347 *0.653
    22        2:1        2:1          0.032 *0.968
    23        2:1        2:1          0.173 *0.827
    24        2:1        1:0      +  *0.729  0.271
    25        2:1        2:1          0.204 *0.796
    26        2:1        2:1          0.295 *0.705
    27        2:1        2:1          0.143 *0.857
    28        2:1        2:1          0.168 *0.832
    29        2:1        2:1          0.424 *0.576
    30        2:1        2:1          0.259 *0.741
    31        1:0        1:0         *0.973  0.027
    32        1:0        2:1      +   0.127 *0.873
    33        1:0        1:0         *0.906  0.094
    34        1:0        1:0         *0.61   0.39 
    35        1:0        2:1      +   0.472 *0.528
    36        1:0        1:0         *0.945  0.055
    37        1:0        1:0         *0.624  0.376
    38        1:0        1:0         *1      0    
    39        1:0        1:0         *0.53   0.47 
    40        1:0        1:0         *0.897  0.103
    41        1:0        2:1      +   0.099 *0.901
    42        1:0        1:0         *0.696  0.304
    43        1:0        1:0         *1      0    
    44        1:0        2:1      +   0.11  *0.89 
    45        1:0        1:0         *0.988  0.012
    46        1:0        1:0         *0.564  0.436
    47        1:0        2:1      +   0.457 *0.543
    48        1:0        1:0         *0.901  0.099
    49        1:0        2:1      +   0.217 *0.783
    50        1:0        2:1      +   0.219 *0.781
    51        1:0        1:0         *0.922  0.078
    52        1:0        1:0         *0.603  0.397
    53        1:0        1:0         *0.953  0.047
    54        1:0        1:0         *0.709  0.291
    55        1:0        1:0         *0.883  0.117
    56        1:0        1:0         *0.795  0.205
    57        1:0        1:0         *0.969  0.031
    58        1:0        1:0         *0.957  0.043
    59        1:0        2:1      +   0.279 *0.721
    60        1:0        2:1      +   0.061 *0.939
     1        2:1        2:1          0.086 *0.914
     2        2:1        2:1          0.206 *0.794
     3        2:1        2:1          0.19  *0.81 
     4        2:1        2:1          0.006 *0.994
     5        2:1        1:0      +  *0.966  0.034
     6        2:1        1:0      +  *0.681  0.319
     7        2:1        1:0      +  *0.944  0.056
     8        2:1        2:1          0.016 *0.984
     9        2:1        2:1          0.032 *0.968
    10        2:1        2:1          0.202 *0.798
    11        2:1        2:1          0.056 *0.944
    12        2:1        1:0      +  *0.628  0.372
    13        2:1        1:0      +  *0.747  0.253
    14        2:1        2:1          0.132 *0.868
    15        2:1        1:0      +  *0.588  0.412
    16        2:1        1:0      +  *0.646  0.354
    17        2:1        1:0      +  *0.707  0.293
    18        2:1        1:0      +  *0.934  0.066
    19        2:1        1:0      +  *0.897  0.103
    20        2:1        1:0      +  *0.939  0.061
    21        2:1        2:1          0.008 *0.992
    22        2:1        1:0      +  *0.623  0.377
    23        2:1        2:1          0.083 *0.917
    24        2:1        2:1          0.16  *0.84 
    25        2:1        2:1          0.145 *0.855
    26        2:1        2:1          0.033 *0.967
    27        2:1        1:0      +  *0.816  0.184
    28        2:1        2:1          0.286 *0.714
    29        2:1        2:1          0.122 *0.878
    30        2:1        1:0      +  *0.895  0.105
    31        1:0        2:1      +   0.165 *0.835
    32        1:0        1:0         *0.977  0.023
    33        1:0        1:0         *0.986  0.014
    34        1:0        1:0         *0.771  0.229
    35        1:0        1:0         *0.957  0.043
    36        1:0        1:0         *0.75   0.25 
    37        1:0        1:0         *0.949  0.051
    38        1:0        1:0         *0.631  0.369
    39        1:0        2:1      +   0.118 *0.882
    40        1:0        2:1      +   0.3   *0.7  
    41        1:0        1:0         *0.534  0.466
    42        1:0        1:0         *0.731  0.269
    43        1:0        1:0         *0.998  0.002
    44        1:0        2:1      +   0.387 *0.613
    45        1:0        1:0         *0.995  0.005
    46        1:0        1:0         *0.884  0.116
    47        1:0        2:1      +   0.387 *0.613
    48        1:0        1:0         *0.942  0.058
    49        1:0        2:1      +   0.406 *0.594
    50        1:0        2:1      +   0.137 *0.863
    51        1:0        2:1      +   0.004 *0.996
    52        1:0        2:1      +   0.022 *0.978
    53        1:0        2:1      +   0.02  *0.98 
    54        1:0        2:1      +   0.071 *0.929
    55        1:0        2:1      +   0.17  *0.83 
    56        1:0        1:0         *0.987  0.013
    57        1:0        1:0         *0.736  0.264
    58        1:0        1:0         *0.994  0.006
    59        1:0        1:0         *0.84   0.16 
    60        1:0        1:0         *0.958  0.042
     1        2:1        2:1          0.061 *0.939
     2        2:1        2:1          0.191 *0.809
     3        2:1        1:0      +  *0.589  0.411
     4        2:1        1:0      +  *0.811  0.189
     5        2:1        1:0      +  *0.57   0.43 
     6        2:1        2:1          0.072 *0.928
     7        2:1        1:0      +  *0.7    0.3  
     8        2:1        2:1          0.421 *0.579
     9        2:1        1:0      +  *0.936  0.064
    10        2:1        1:0      +  *0.731  0.269
    11        2:1        2:1          0.243 *0.757
    12        2:1        1:0      +  *0.6    0.4  
    13        2:1        1:0      +  *0.684  0.316
    14        2:1        1:0      +  *0.838  0.162
    15        2:1        2:1          0.044 *0.956
    16        2:1        1:0      +  *0.823  0.177
    17        2:1        2:1          0.175 *0.825
    18        2:1        2:1          0.452 *0.548
    19        2:1        2:1          0.175 *0.825
    20        2:1        2:1          0.039 *0.961
    21        2:1        2:1          0.168 *0.832
    22        2:1        2:1          0.322 *0.678
    23        2:1        2:1          0.204 *0.796
    24        2:1        2:1          0.046 *0.954
    25        2:1        1:0      +  *0.501  0.499
    26        2:1        2:1          0.12  *0.88 
    27        2:1        1:0      +  *0.823  0.177
    28        2:1        2:1          0.354 *0.646
    29        2:1        2:1          0.041 *0.959
    30        2:1        1:0      +  *0.96   0.04 
    31        1:0        1:0         *0.551  0.449
    32        1:0        1:0         *0.998  0.002
    33        1:0        1:0         *0.548  0.452
    34        1:0        1:0         *0.739  0.261
    35        1:0        2:1      +   0.166 *0.834
    36        1:0        1:0         *0.91   0.09 
    37        1:0        1:0         *0.82   0.18 
    38        1:0        2:1      +   0.132 *0.868
    39        1:0        1:0         *0.839  0.161
    40        1:0        1:0         *0.728  0.272
    41        1:0        1:0         *0.905  0.095
    42        1:0        2:1      +   0.307 *0.693
    43        1:0        1:0         *0.782  0.218
    44        1:0        1:0         *0.956  0.044
    45        1:0        1:0         *0.687  0.313
    46        1:0        1:0         *0.979  0.021
    47        1:0        1:0         *0.541  0.459
    48        1:0        1:0         *0.711  0.289
    49        1:0        2:1      +   0.493 *0.507
    50        1:0        1:0         *0.981  0.019
    51        1:0        2:1      +   0.022 *0.978
    52        1:0        1:0         *0.922  0.078
    53        1:0        2:1      +   0.046 *0.954
    54        1:0        1:0         *0.908  0.092
    55        1:0        2:1      +   0.003 *0.997
    56        1:0        2:1      +   0.412 *0.588
    57        1:0        2:1      +   0.464 *0.536
    58        1:0        1:0         *0.517  0.483
    59        1:0        1:0         *0.938  0.062
    60        1:0        2:1      +   0     *1    
     1        2:1        1:0      +  *0.751  0.249
     2        2:1        1:0      +  *0.695  0.305
     3        2:1        2:1          0.248 *0.752
     4        2:1        2:1          0.309 *0.691
     5        2:1        2:1          0.445 *0.555
     6        2:1        1:0      +  *0.946  0.054
     7        2:1        2:1          0.109 *0.891
     8        2:1        1:0      +  *0.789  0.211
     9        2:1        2:1          0.143 *0.857
    10        2:1        2:1          0.068 *0.932
    11        2:1        2:1          0.03  *0.97 
    12        2:1        1:0      +  *0.683  0.317
    13        2:1        2:1          0.363 *0.637
    14        2:1        1:0      +  *0.711  0.289
    15        2:1        1:0      +  *0.652  0.348
    16        2:1        1:0      +  *0.584  0.416
    17        2:1        2:1          0.101 *0.899
    18        2:1        2:1          0.225 *0.775
    19        2:1        2:1          0.404 *0.596
    20        2:1        2:1          0.268 *0.732
    21        2:1        1:0      +  *0.805  0.195
    22        2:1        2:1          0.473 *0.527
    23        2:1        2:1          0.097 *0.903
    24        2:1        1:0      +  *0.917  0.083
    25        2:1        2:1          0.102 *0.898
    26        2:1        2:1          0.179 *0.821
    27        2:1        1:0      +  *0.854  0.146
    28        2:1        2:1          0.181 *0.819
    29        2:1        2:1          0.068 *0.932
    30        2:1        2:1          0.168 *0.832
    31        1:0        1:0         *0.741  0.259
    32        1:0        1:0         *0.982  0.018
    33        1:0        2:1      +   0.387 *0.613
    34        1:0        2:1      +   0.284 *0.716
    35        1:0        1:0         *0.971  0.029
    36        1:0        1:0         *0.533  0.467
    37        1:0        2:1      +   0.352 *0.648
    38        1:0        1:0         *0.553  0.447
    39        1:0        2:1      +   0.25  *0.75 
    40        1:0        2:1      +   0.454 *0.546
    41        1:0        1:0         *0.943  0.057
    42        1:0        1:0         *0.95   0.05 
    43        1:0        1:0         *0.995  0.005
    44        1:0        2:1      +   0.132 *0.868
    45        1:0        1:0         *0.789  0.211
    46        1:0        1:0         *0.985  0.015
    47        1:0        1:0         *0.878  0.122
    48        1:0        2:1      +   0.329 *0.671
    49        1:0        1:0         *0.89   0.11 
    50        1:0        2:1      +   0.165 *0.835
    51        1:0        2:1      +   0.294 *0.706
    52        1:0        1:0         *0.583  0.417
    53        1:0        1:0         *0.745  0.255
    54        1:0        1:0         *0.987  0.013
    55        1:0        1:0         *0.916  0.084
    56        1:0        2:1      +   0.014 *0.986
    57        1:0        2:1      +   0.347 *0.653
    58        1:0        1:0         *0.922  0.078
    59        1:0        1:0         *0.86   0.14 
    60        1:0        1:0         *1      0    
     1        2:1        1:0      +  *0.538  0.462
     2        2:1        1:0      +  *0.557  0.443
     3        2:1        2:1          0.122 *0.878
     4        2:1        1:0      +  *0.549  0.451
     5        2:1        1:0      +  *0.923  0.077
     6        2:1        2:1          0.385 *0.615
     7        2:1        2:1          0.445 *0.555
     8        2:1        1:0      +  *0.608  0.392
     9        2:1        1:0      +  *0.957  0.043
    10        2:1        1:0      +  *0.726  0.274
    11        2:1        2:1          0.492 *0.508
    12        2:1        2:1          0.014 *0.986
    13        2:1        2:1          0.039 *0.961
    14        2:1        2:1          0.06  *0.94 
    15        2:1        2:1          0.001 *0.999
    16        2:1        1:0      +  *0.65   0.35 
    17        2:1        2:1          0.453 *0.547
    18        2:1        2:1          0.053 *0.947
    19        2:1        2:1          0.125 *0.875
    20        2:1        1:0      +  *0.612  0.388
    21        2:1        1:0      +  *0.89   0.11 
    22        2:1        2:1          0.47  *0.53 
    23        2:1        2:1          0.356 *0.644
    24        2:1        2:1          0.423 *0.577
    25        2:1        1:0      +  *0.652  0.348
    26        2:1        1:0      +  *0.538  0.462
    27        2:1        2:1          0.224 *0.776
    28        2:1        2:1          0.022 *0.978
    29        2:1        1:0      +  *0.771  0.229
    30        2:1        2:1          0.159 *0.841
    31        1:0        2:1      +   0.062 *0.938
    32        1:0        2:1      +   0.478 *0.522
    33        1:0        1:0         *0.695  0.305
    34        1:0        1:0         *0.81   0.19 
    35        1:0        2:1      +   0.12  *0.88 
    36        1:0        2:1      +   0.02  *0.98 
    37        1:0        2:1      +   0.137 *0.863
    38        1:0        1:0         *0.795  0.205
    39        1:0        1:0         *0.977  0.023
    40        1:0        1:0         *0.824  0.176
    41        1:0        2:1      +   0.238 *0.762
    42        1:0        2:1      +   0.39  *0.61 
    43        1:0        2:1      +   0     *1    
    44        1:0        1:0         *0.808  0.192
    45        1:0        1:0         *0.991  0.009
    46        1:0        1:0         *0.897  0.103
    47        1:0        2:1      +   0.022 *0.978
    48        1:0        1:0         *0.696  0.304
    49        1:0        1:0         *1      0    
    50        1:0        1:0         *0.976  0.024
    51        1:0        2:1      +   0.309 *0.691
    52        1:0        1:0         *0.838  0.162
    53        1:0        1:0         *0.828  0.172
    54        1:0        1:0         *0.973  0.027
    55        1:0        1:0         *0.896  0.104
    56        1:0        1:0         *0.964  0.036
    57        1:0        2:1      +   0     *1    
    58        1:0        1:0         *0.759  0.241
    59        1:0        2:1      +   0.039 *0.961
    60        1:0        1:0         *0.696  0.304
     1        2:1        2:1          0.025 *0.975
     2        2:1        2:1          0.026 *0.974
     3        2:1        2:1          0.08  *0.92 
     4        2:1        2:1          0.259 *0.741
     5        2:1        1:0      +  *0.773  0.227
     6        2:1        2:1          0.043 *0.957
     7        2:1        2:1          0.128 *0.872
     8        2:1        1:0      +  *0.894  0.106
     9        2:1        1:0      +  *0.782  0.218
    10        2:1        2:1          0.242 *0.758
    11        2:1        2:1          0.029 *0.971
    12        2:1        2:1          0.23  *0.77 
    13        2:1        2:1          0.29  *0.71 
    14        2:1        2:1          0.025 *0.975
    15        2:1        2:1          0.045 *0.955
    16        2:1        1:0      +  *0.744  0.256
    17        2:1        2:1          0.142 *0.858
    18        2:1        2:1          0.268 *0.732
    19        2:1        1:0      +  *0.511  0.489
    20        2:1        2:1          0.086 *0.914
    21        2:1        2:1          0.119 *0.881
    22        2:1        1:0      +  *0.84   0.16 
    23        2:1        1:0      +  *0.841  0.159
    24        2:1        2:1          0.157 *0.843
    25        2:1        2:1          0.422 *0.578
    26        2:1        1:0      +  *0.589  0.411
    27        2:1        2:1          0.476 *0.524
    28        2:1        2:1          0.052 *0.948
    29        2:1        2:1          0.062 *0.938
    30        2:1        1:0      +  *0.613  0.387
    31        1:0        2:1      +   0.458 *0.542
    32        1:0        1:0         *0.55   0.45 
    33        1:0        1:0         *0.571  0.429
    34        1:0        2:1      +   0.04  *0.96 
    35        1:0        2:1      +   0.407 *0.593
    36        1:0        2:1      +   0.283 *0.717
    37        1:0        1:0         *0.619  0.381
    38        1:0        1:0         *0.894  0.106
    39        1:0        1:0         *0.594  0.406
    40        1:0        1:0         *0.943  0.057
    41        1:0        1:0         *0.587  0.413
    42        1:0        2:1      +   0.266 *0.734
    43        1:0        2:1      +   0.134 *0.866
    44        1:0        2:1      +   0.169 *0.831
    45        1:0        1:0         *0.923  0.077
    46        1:0        1:0         *0.761  0.239
    47        1:0        1:0         *0.872  0.128
    48        1:0        1:0         *0.974  0.026
    49        1:0        1:0         *0.869  0.131
    50        1:0        2:1      +   0.06  *0.94 
    51        1:0        2:1      +   0.09  *0.91 
    52        1:0        1:0         *0.582  0.418
    53        1:0        2:1      +   0.31  *0.69 
    54        1:0        1:0         *0.659  0.341
    55        1:0        1:0         *0.971  0.029
    56        1:0        2:1      +   0.11  *0.89 
    57        1:0        1:0         *0.998  0.002
    58        1:0        1:0         *0.962  0.038
    59        1:0        1:0         *0.664  0.336
     1        2:1        1:0      +  *0.858  0.142
     2        2:1        2:1          0.043 *0.957
     3        2:1        2:1          0.113 *0.887
     4        2:1        2:1          0.058 *0.942
     5        2:1        2:1          0.151 *0.849
     6        2:1        2:1          0.047 *0.953
     7        2:1        2:1          0.449 *0.551
     8        2:1        1:0      +  *0.916  0.084
     9        2:1        1:0      +  *0.951  0.049
    10        2:1        2:1          0.177 *0.823
    11        2:1        1:0      +  *0.619  0.381
    12        2:1        2:1          0.079 *0.921
    13        2:1        1:0      +  *0.925  0.075
    14        2:1        1:0      +  *0.917  0.083
    15        2:1        2:1          0.194 *0.806
    16        2:1        1:0      +  *0.522  0.478
    17        2:1        2:1          0.119 *0.881
    18        2:1        1:0      +  *0.657  0.343
    19        2:1        2:1          0.072 *0.928
    20        2:1        1:0      +  *0.841  0.159
    21        2:1        1:0      +  *0.982  0.018
    22        2:1        1:0      +  *0.96   0.04 
    23        2:1        1:0      +  *0.803  0.197
    24        2:1        1:0      +  *0.98   0.02 
    25        2:1        1:0      +  *0.916  0.084
    26        2:1        2:1          0.033 *0.967
    27        2:1        2:1          0.032 *0.968
    28        2:1        2:1          0.054 *0.946
    29        2:1        1:0      +  *0.979  0.021
    30        2:1        1:0      +  *0.863  0.137
    31        1:0        1:0         *0.926  0.074
    32        1:0        1:0         *0.976  0.024
    33        1:0        2:1      +   0.149 *0.851
    34        1:0        2:1      +   0.427 *0.573
    35        1:0        1:0         *0.954  0.046
    36        1:0        2:1      +   0.321 *0.679
    37        1:0        1:0         *0.921  0.079
    38        1:0        2:1      +   0.167 *0.833
    39        1:0        1:0         *0.561  0.439
    40        1:0        2:1      +   0.006 *0.994
    41        1:0        2:1      +   0.339 *0.661
    42        1:0        1:0         *0.905  0.095
    43        1:0        1:0         *0.611  0.389
    44        1:0        2:1      +   0.091 *0.909
    45        1:0        1:0         *0.993  0.007
    46        1:0        2:1      +   0.464 *0.536
    47        1:0        1:0         *0.994  0.006
    48        1:0        1:0         *0.68   0.32 
    49        1:0        2:1      +   0.06  *0.94 
    50        1:0        1:0         *0.986  0.014
    51        1:0        2:1      +   0.2   *0.8  
    52        1:0        2:1      +   0.38  *0.62 
    53        1:0        1:0         *0.673  0.327
    54        1:0        1:0         *0.788  0.212
    55        1:0        1:0         *0.855  0.145
    56        1:0        1:0         *0.94   0.06 
    57        1:0        1:0         *0.938  0.062
    58        1:0        1:0         *0.812  0.188
    59        1:0        1:0         *0.852  0.148
     1        2:1        2:1          0.021 *0.979
     2        2:1        1:0      +  *0.931  0.069
     3        2:1        2:1          0.252 *0.748
     4        2:1        2:1          0.151 *0.849
     5        2:1        2:1          0.014 *0.986
     6        2:1        2:1          0.058 *0.942
     7        2:1        2:1          0.255 *0.745
     8        2:1        2:1          0.112 *0.888
     9        2:1        2:1          0.034 *0.966
    10        2:1        2:1          0.034 *0.966
    11        2:1        1:0      +  *0.621  0.379
    12        2:1        1:0      +  *0.564  0.436
    13        2:1        1:0      +  *0.5    0.5  
    14        2:1        1:0      +  *0.527  0.473
    15        2:1        2:1          0.492 *0.508
    16        2:1        1:0      +  *0.693  0.307
    17        2:1        2:1          0.229 *0.771
    18        2:1        1:0      +  *0.975  0.025
    19        2:1        1:0      +  *0.545  0.455
    20        2:1        1:0      +  *0.716  0.284
    21        2:1        1:0      +  *0.651  0.349
    22        2:1        1:0      +  *0.806  0.194
