=== Run information ===

Scheme:weka.classifiers.functions.Logistic -R 1.0E-8 -M -1
Relation:     classes
    44        1:0        1:0         *0.99   0.01 
    45        1:0        1:0         *0.825  0.175
    46        1:0        1:0         *0.595  0.405
    47        1:0        2:1      +   0.033 *0.967
    48        1:0        2:1      +   0.384 *0.616
    49        1:0        1:0         *0.507  0.493
    50        1:0        1:0         *0.962  0.038
    51        1:0        1:0         *0.986  0.014
    52        1:0        2:1      +   0.358 *0.642
    53        1:0        2:1      +   0.24  *0.76 
    54        1:0        1:0         *0.513  0.487
    55        1:0        2:1      +   0.422 *0.578
    56        1:0        2:1      +   0.493 *0.507
    57        1:0        1:0         *0.986  0.014
    58        1:0        1:0         *0.878  0.122
    59        1:0        1:0         *0.878  0.122
    60        1:0        2:1      +   0.242 *0.758
     1        2:1        2:1          0.313 *0.687
     2        2:1        2:1          0.348 *0.652
     3        2:1        2:1          0.078 *0.922
     4        2:1        2:1          0.293 *0.707
     5        2:1        2:1          0.318 *0.682
     6        2:1        2:1          0.198 *0.802
     7        2:1        2:1          0.01  *0.99 
     8        2:1        1:0      +  *0.742  0.258
     9        2:1        2:1          0.014 *0.986
    10        2:1        2:1          0.277 *0.723
    11        2:1        2:1          0.344 *0.656
    12        2:1        2:1          0.032 *0.968
    13        2:1        1:0      +  *0.966  0.034
    14        2:1        1:0      +  *0.991  0.009
    15        2:1        2:1          0.404 *0.596
    16        2:1        1:0      +  *0.756  0.244
    17        2:1        1:0      +  *0.818  0.182
    18        2:1        2:1          0.394 *0.606
    19        2:1        2:1          0.023 *0.977
    20        2:1        2:1          0.096 *0.904
    21        2:1        2:1          0.424 *0.576
    22        2:1        1:0      +  *0.962  0.038
    23        2:1        2:1          0.338 *0.662
    24        2:1        2:1          0.12  *0.88 
    25        2:1        2:1          0.024 *0.976
    26        2:1        2:1          0.246 *0.754
    27        2:1        2:1          0.009 *0.991
    28        2:1        2:1          0.027 *0.973
    29        2:1        2:1          0.229 *0.771
    30        2:1        2:1          0.057 *0.943
    31        1:0        2:1      +   0.291 *0.709
    32        1:0        2:1      +   0.135 *0.865
    33        1:0        2:1      +   0.168 *0.832
    34        1:0        1:0         *0.783  0.217
    35        1:0        2:1      +   0.492 *0.508
    36        1:0        2:1      +   0.466 *0.534
    37        1:0        2:1      +   0.002 *0.998
    38        1:0        2:1      +   0.124 *0.876
    39        1:0        1:0         *0.57   0.43 
    40        1:0        2:1      +   0.373 *0.627
    41        1:0        2:1      +   0.129 *0.871
    42        1:0        1:0         *0.717  0.283
    43        1:0        1:0         *0.592  0.408
    44        1:0        2:1      +   0.258 *0.742
    45        1:0        2:1      +   0.107 *0.893
    46        1:0        1:0         *0.904  0.096
    47        1:0        1:0         *0.888  0.112
    48        1:0        1:0         *0.693  0.307
    49        1:0        1:0         *0.77   0.23 
    50        1:0        1:0         *0.663  0.337
    51        1:0        1:0         *0.509  0.491
    52        1:0        2:1      +   0.001 *0.999
    53        1:0        1:0         *0.836  0.164
    54        1:0        2:1      +   0.074 *0.926
    55        1:0        2:1      +   0.028 *0.972
    56        1:0        1:0         *0.876  0.124
    57        1:0        1:0         *0.943  0.057
    58        1:0        1:0         *0.945  0.055
    59        1:0        1:0         *1      0    
    60        1:0        2:1      +   0.042 *0.958
     1        2:1        2:1          0.199 *0.801
     2        2:1        1:0      +  *0.859  0.141
     3        2:1        2:1          0.019 *0.981
     4        2:1        2:1          0.162 *0.838
     5        2:1        2:1          0.369 *0.631
     6        2:1        2:1          0.001 *0.999
     7        2:1        2:1          0.296 *0.704
     8        2:1        2:1          0.04  *0.96 
     9        2:1        1:0      +  *0.908  0.092
    10        2:1        2:1          0.074 *0.926
    11        2:1        1:0      +  *0.792  0.208
    12        2:1        1:0      +  *0.505  0.495
    13        2:1        2:1          0.173 *0.827
    14        2:1        1:0      +  *0.711  0.289
    15        2:1        2:1          0.021 *0.979
    16        2:1        2:1          0.188 *0.812
    17        2:1        2:1          0.313 *0.687
    18        2:1        2:1          0.026 *0.974
    19        2:1        2:1          0.046 *0.954
    20        2:1        2:1          0.091 *0.909
    21        2:1        2:1          0.02  *0.98 
    22        2:1        2:1          0.245 *0.755
    23        2:1        2:1          0.124 *0.876
    24        2:1        2:1          0.178 *0.822
    25        2:1        1:0      +  *0.519  0.481
    26        2:1        2:1          0.488 *0.512
    27        2:1        1:0      +  *0.501  0.499
    28        2:1        1:0      +  *0.907  0.093
    29        2:1        1:0      +  *0.554  0.446
    30        2:1        2:1          0.16  *0.84 
    31        1:0        2:1      +   0.224 *0.776
    32        1:0        1:0         *0.954  0.046
    33        1:0        1:0         *0.971  0.029
    34        1:0        2:1      +   0     *1    
    35        1:0        2:1      +   0.492 *0.508
    36        1:0        1:0         *0.954  0.046
    37        1:0        2:1      +   0.006 *0.994
    38        1:0        1:0         *0.89   0.11 
    39        1:0        1:0         *0.958  0.042
    40        1:0        1:0         *0.949  0.051
    41        1:0        1:0         *0.945  0.055
    42        1:0        1:0         *0.841  0.159
    43        1:0        1:0         *0.572  0.428
    44        1:0        2:1      +   0.063 *0.937
    45        1:0        2:1      +   0.242 *0.758
    46        1:0        2:1      +   0.468 *0.532
    47        1:0        1:0         *0.745  0.255
    48        1:0        2:1      +   0.19  *0.81 
    49        1:0        1:0         *0.992  0.008
    50        1:0        1:0         *0.881  0.119
    51        1:0        2:1      +   0.406 *0.594
    52        1:0        1:0         *0.792  0.208
    53        1:0        2:1      +   0.478 *0.522
    54        1:0        1:0         *0.875  0.125
    55        1:0        1:0         *0.95   0.05 
    56        1:0        1:0         *0.997  0.003
    57        1:0        2:1      +   0.118 *0.882
    58        1:0        1:0         *0.99   0.01 
    59        1:0        2:1      +   0.401 *0.599
    60        1:0        1:0         *1      0    
     1        2:1        2:1          0.091 *0.909
     2        2:1        2:1          0.158 *0.842
     3        2:1        1:0      +  *0.635  0.365
     4        2:1        2:1          0.355 *0.645
     5        2:1        2:1          0.114 *0.886
     6        2:1        2:1          0.387 *0.613
     7        2:1        2:1          0.014 *0.986
     8        2:1        1:0      +  *0.968  0.032
     9        2:1        1:0      +  *0.813  0.187
    10        2:1        2:1          0.374 *0.626
    11        2:1        2:1          0.315 *0.685
    12        2:1        2:1          0.085 *0.915
    13        2:1        2:1          0.176 *0.824
    14        2:1        2:1          0.375 *0.625
    15        2:1        2:1          0.067 *0.933
    16        2:1        1:0      +  *0.654  0.346
    17        2:1        1:0      +  *0.63   0.37 
    18        2:1        1:0      +  *0.616  0.384
    19        2:1        1:0      +  *0.774  0.226
    20        2:1        2:1          0.277 *0.723
    21        2:1        2:1          0.388 *0.612
    22        2:1        2:1          0.047 *0.953
    23        2:1        1:0      +  *0.991  0.009
    24        2:1        1:0      +  *0.579  0.421
    25        2:1        2:1          0.107 *0.893
    26        2:1        2:1          0.487 *0.513
    27        2:1        2:1          0.031 *0.969
    28        2:1        1:0      +  *0.74   0.26 
    29        2:1        2:1          0.046 *0.954
    30        2:1        1:0      +  *0.746  0.254
    31        1:0        2:1      +   0.043 *0.957
    32        1:0        1:0         *0.985  0.015
    33        1:0        1:0         *0.892  0.108
    34        1:0        1:0         *0.934  0.066
    35        1:0        2:1      +   0.056 *0.944
    36        1:0        1:0         *0.944  0.056
    37        1:0        1:0         *0.85   0.15 
    38        1:0        1:0         *0.879  0.121
    39        1:0        2:1      +   0.041 *0.959
    40        1:0        1:0         *0.985  0.015
    41        1:0        1:0         *0.94   0.06 
    42        1:0        1:0         *0.529  0.471
    43        1:0        2:1      +   0.455 *0.545
    44        1:0        1:0         *0.822  0.178
    45        1:0        2:1      +   0.062 *0.938
    46        1:0        1:0         *0.998  0.002
    47        1:0        1:0         *0.852  0.148
    48        1:0        2:1      +   0.385 *0.615
    49        1:0        2:1      +   0.07  *0.93 
    50        1:0        1:0         *0.692  0.308
    51        1:0        1:0         *0.975  0.025
    52        1:0        1:0         *0.79   0.21 
    53        1:0        1:0         *0.959  0.041
    54        1:0        1:0         *0.801  0.199
    55        1:0        1:0         *0.687  0.313
    56        1:0        2:1      +   0.023 *0.977
    57        1:0        2:1      +   0.363 *0.637
    58        1:0        1:0         *0.786  0.214
    59        1:0        1:0         *0.534  0.466
    60        1:0        1:0         *0.873  0.127
     1        2:1        2:1          0.165 *0.835
     2        2:1        1:0      +  *0.953  0.047
     3        2:1        2:1          0.177 *0.823
     4        2:1        2:1          0.246 *0.754
     5        2:1        2:1          0.371 *0.629
     6        2:1        2:1          0.404 *0.596
     7        2:1        2:1          0.11  *0.89 
     8        2:1        2:1          0.092 *0.908
     9        2:1        1:0      +  *0.82   0.18 
    10        2:1        1:0      +  *1      0    
    11        2:1        1:0      +  *0.563  0.437
    12        2:1        2:1          0.018 *0.982
    13        2:1        2:1          0.181 *0.819
    14        2:1        2:1          0.455 *0.545
    15        2:1        2:1          0.085 *0.915
    16        2:1        1:0      +  *0.642  0.358
    17        2:1        1:0      +  *0.592  0.408
    18        2:1        2:1          0.466 *0.534
    19        2:1        1:0      +  *0.941  0.059
    20        2:1        1:0      +  *0.696  0.304
    21        2:1        2:1          0.072 *0.928
    22        2:1        1:0      +  *0.908  0.092
    23        2:1        1:0      +  *0.512  0.488
    24        2:1        1:0      +  *0.534  0.466
    25        2:1        1:0      +  *0.827  0.173
    26        2:1        2:1          0.007 *0.993
    27        2:1        1:0      +  *0.706  0.294
    28        2:1        2:1          0.372 *0.628
    29        2:1        2:1          0.006 *0.994
    30        2:1        2:1          0.358 *0.642
    31        1:0        1:0         *0.965  0.035
    32        1:0        2:1      +   0.083 *0.917
    33        1:0        1:0         *0.865  0.135
    34        1:0        1:0         *0.975  0.025
    35        1:0        1:0         *0.985  0.015
    36        1:0        2:1      +   0.101 *0.899
    37        1:0        2:1      +   0.146 *0.854
    38        1:0        1:0         *0.859  0.141
    39        1:0        2:1      +   0.185 *0.815
    40        1:0        1:0         *0.878  0.122
    41        1:0        2:1      +   0.186 *0.814
    42        1:0        2:1      +   0.006 *0.994
    43        1:0        1:0         *0.668  0.332
    44        1:0        2:1      +   0.492 *0.508
    45        1:0        1:0         *0.954  0.046
    46        1:0        1:0         *0.813  0.187
    47        1:0        1:0         *0.96   0.04 
    48        1:0        2:1      +   0.492 *0.508
    49        1:0        1:0         *0.975  0.025
    50        1:0        2:1      +   0.02  *0.98 
    51        1:0        1:0         *0.867  0.133
    52        1:0        1:0         *0.969  0.031
    53        1:0        2:1      +   0.173 *0.827
    54        1:0        1:0         *0.905  0.095
    55        1:0        1:0         *0.505  0.495
    56        1:0        1:0         *0.981  0.019
    57        1:0        1:0         *0.943  0.057
    58        1:0        2:1      +   0.334 *0.666
    59        1:0        1:0         *0.95   0.05 
    60        1:0        1:0         *0.982  0.018
     1        2:1        2:1          0.194 *0.806
     2        2:1        1:0      +  *0.843  0.157
     3        2:1        2:1          0.112 *0.888
     4        2:1        2:1          0.087 *0.913
     5        2:1        1:0      +  *0.581  0.419
     6        2:1        1:0      +  *0.818  0.182
     7        2:1        1:0      +  *0.765  0.235
     8        2:1        2:1          0.039 *0.961
     9        2:1        2:1          0.252 *0.748
    10        2:1        2:1          0.102 *0.898
    11        2:1        2:1          0.404 *0.596
    12        2:1        1:0      +  *0.858  0.142
    13        2:1        1:0      +  *0.533  0.467
    14        2:1        1:0      +  *0.655  0.345
    15        2:1        1:0      +  *0.732  0.268
    16        2:1        1:0      +  *0.614  0.386
    17        2:1        2:1          0.097 *0.903
    18        2:1        2:1          0.214 *0.786
    19        2:1        2:1          0.256 *0.744
    20        2:1        2:1          0.035 *0.965
    21        2:1        2:1          0.348 *0.652
    22        2:1        2:1          0.155 *0.845
    23        2:1        2:1          0.01  *0.99 
    24        2:1        1:0      +  *0.785  0.215
    25        2:1        2:1          0.294 *0.706
    26        2:1        2:1          0.078 *0.922
    27        2:1        2:1          0.015 *0.985
    28        2:1        1:0      +  *0.931  0.069
    29        2:1        1:0      +  *0.892  0.108
    30        2:1        2:1          0.127 *0.873
    31        1:0        1:0         *0.747  0.253
    32        1:0        2:1      +   0.14  *0.86 
    33        1:0        1:0         *0.863  0.137
    34        1:0        1:0         *0.917  0.083
    35        1:0        2:1      +   0.29  *0.71 
    36        1:0        1:0         *0.588  0.412
    37        1:0        1:0         *0.859  0.141
    38        1:0        1:0         *0.693  0.307
    39        1:0        2:1      +   0.238 *0.762
    40        1:0        1:0         *0.875  0.125
    41        1:0        1:0         *0.995  0.005
    42        1:0        1:0         *0.792  0.208
    43        1:0        1:0         *0.907  0.093
    44        1:0        1:0         *0.924  0.076
    45        1:0        1:0         *0.729  0.271
    46        1:0        1:0         *0.98   0.02 
    47        1:0        1:0         *0.881  0.119
    48        1:0        1:0         *0.648  0.352
    49        1:0        2:1      +   0.293 *0.707
    50        1:0        2:1      +   0.45  *0.55 
    51        1:0        1:0         *0.933  0.067
    52        1:0        2:1      +   0.423 *0.577
    53        1:0        1:0         *0.572  0.428
    54        1:0        2:1      +   0.01  *0.99 
    55        1:0        1:0         *0.843  0.157
    56        1:0        2:1      +   0.117 *0.883
    57        1:0        2:1      +   0.142 *0.858
    58        1:0        1:0         *0.505  0.495
    59        1:0        1:0         *0.926  0.074
    60        1:0        1:0         *0.635  0.365
     1        2:1        2:1          0.175 *0.825
     2        2:1        2:1          0.18  *0.82 
     3        2:1        2:1          0.001 *0.999
     4        2:1        1:0      +  *0.617  0.383
     5        2:1        2:1          0.498 *0.502
     6        2:1        2:1          0.13  *0.87 
     7        2:1        2:1          0.328 *0.672
     8        2:1        1:0      +  *0.861  0.139
     9        2:1        2:1          0.284 *0.716
    10        2:1        2:1          0.345 *0.655
    11        2:1        1:0      +  *0.755  0.245
    12        2:1        1:0      +  *0.625  0.375
    13        2:1        2:1          0.058 *0.942
    14        2:1        2:1          0.036 *0.964
    15        2:1        2:1          0.337 *0.663
    16        2:1        2:1          0.081 *0.919
    17        2:1        1:0      +  *0.964  0.036
    18        2:1        1:0      +  *0.913  0.087
    19        2:1        1:0      +  *0.963  0.037
    20        2:1        2:1          0.348 *0.652
    21        2:1        2:1          0.033 *0.967
    22        2:1        2:1          0.26  *0.74 
    23        2:1        1:0      +  *0.523  0.477
    24        2:1        2:1          0.014 *0.986
    25        2:1        2:1          0.232 *0.768
    26        2:1        2:1          0.213 *0.787
    27        2:1        2:1          0.01  *0.99 
    28        2:1        2:1          0.247 *0.753
    29        2:1        2:1          0.054 *0.946
    30        2:1        1:0      +  *0.572  0.428
    31        1:0        1:0         *0.665  0.335
    32        1:0        1:0         *0.96   0.04 
    33        1:0        1:0         *0.943  0.057
    34        1:0        2:1      +   0.37  *0.63 
    35        1:0        2:1      +   0.114 *0.886
    36        1:0        1:0         *0.724  0.276
    37        1:0        1:0         *1      0    
    38        1:0        1:0         *0.702  0.298
    39        1:0        2:1      +   0.185 *0.815
    40        1:0        2:1      +   0.497 *0.503
    41        1:0        1:0         *0.768  0.232
    42        1:0        1:0         *0.835  0.165
    43        1:0        1:0         *0.691  0.309
    44        1:0        2:1      +   0.47  *0.53 
    45        1:0        1:0         *0.901  0.099
    46        1:0        1:0         *0.777  0.223
    47        1:0        1:0         *0.849  0.151
    48        1:0        1:0         *0.994  0.006
    49        1:0        1:0         *0.577  0.423
    50        1:0        2:1      +   0.334 *0.666
    51        1:0        1:0         *0.693  0.307
    52        1:0        1:0         *0.878  0.122
    53        1:0        1:0         *0.883  0.117
    54        1:0        2:1      +   0     *1    
    55        1:0        1:0         *0.583  0.417
    56        1:0        2:1      +   0.066 *0.934
    57        1:0        2:1      +   0.028 *0.972
    58        1:0        1:0         *0.786  0.214
    59        1:0        1:0         *0.603  0.397
    60        1:0        1:0         *1      0    
     1        2:1        2:1          0.17  *0.83 
     2        2:1        2:1          0.161 *0.839
     3        2:1        2:1          0.319 *0.681
     4        2:1        2:1          0.441 *0.559
     5        2:1        2:1          0.065 *0.935
     6        2:1        2:1          0.134 *0.866
     7        2:1        1:0      +  *0.684  0.316
     8        2:1        2:1          0.119 *0.881
     9        2:1        2:1          0.253 *0.747
    10        2:1        2:1          0.319 *0.681
    11        2:1        2:1          0.301 *0.699
    12        2:1        1:0      +  *0.736  0.264
    13        2:1        2:1          0.12  *0.88 
    14        2:1        2:1          0.081 *0.919
    15        2:1        2:1          0.053 *0.947
    16        2:1        2:1          0.064 *0.936
    17        2:1        2:1          0.397 *0.603
    18        2:1        2:1          0.402 *0.598
    19        2:1        1:0      +  *0.617  0.383
    20        2:1        1:0      +  *0.968  0.032
    21        2:1        2:1          0.304 *0.696
    22        2:1        2:1          0.474 *0.526
    23        2:1        1:0      +  *0.942  0.058
    24        2:1        1:0      +  *0.983  0.017
    25        2:1        1:0      +  *0.637  0.363
    26        2:1        1:0      +  *0.624  0.376
    27        2:1        1:0      +  *0.67   0.33 
    28        2:1        2:1          0.26  *0.74 
    29        2:1        2:1          0.143 *0.857
    30        2:1        2:1          0.215 *0.785
    31        1:0        1:0         *0.551  0.449
    32        1:0        1:0         *0.757  0.243
    33        1:0        2:1      +   0.037 *0.963
    34        1:0        1:0         *0.698  0.302
    35        1:0        2:1      +   0.281 *0.719
    36        1:0        1:0         *0.962  0.038
    37        1:0        1:0         *0.735  0.265
    38        1:0        2:1      +   0.02  *0.98 
    39        1:0        2:1      +   0.136 *0.864
    40        1:0        1:0         *0.887  0.113
    41        1:0        1:0         *0.566  0.434
    42        1:0        1:0         *0.598  0.402
    43        1:0        1:0         *0.993  0.007
    44        1:0        2:1      +   0.113 *0.887
    45        1:0        2:1      +   0.203 *0.797
    46        1:0        1:0         *0.676  0.324
    47        1:0        1:0         *0.829  0.171
    48        1:0        1:0         *0.601  0.399
    49        1:0        1:0         *0.843  0.157
    50        1:0        2:1      +   0.316 *0.684
    51        1:0        1:0         *0.926  0.074
    52        1:0        1:0         *0.846  0.154
    53        1:0        2:1      +   0.053 *0.947
    54        1:0        1:0         *0.984  0.016
    55        1:0        2:1      +   0.089 *0.911
    56        1:0        2:1      +   0.114 *0.886
    57        1:0        2:1      +   0.113 *0.887
    58        1:0        1:0         *0.789  0.211
    59        1:0        1:0         *0.54   0.46 
     1        2:1        2:1          0.417 *0.583
     2        2:1        2:1          0.012 *0.988
     3        2:1        2:1          0.363 *0.637
     4        2:1        1:0      +  *0.795  0.205
     5        2:1        2:1          0.499 *0.501
     6        2:1        2:1          0.052 *0.948
     7        2:1        2:1          0.234 *0.766
     8        2:1        2:1          0.265 *0.735
     9        2:1        2:1          0.085 *0.915
    10        2:1        1:0      +  *0.758  0.242
    11        2:1        1:0      +  *0.899  0.101
    12        2:1        2:1          0.298 *0.702
    13        2:1        2:1          0.255 *0.745
    14        2:1        1:0      +  *0.641  0.359
    15        2:1        2:1          0.004 *0.996
    16        2:1        1:0      +  *0.549  0.451
    17        2:1        2:1          0.443 *0.557
    18        2:1        2:1          0.107 *0.893
    19        2:1        2:1          0.353 *0.647
    20        2:1        2:1          0.025 *0.975
    21        2:1        2:1          0.25  *0.75 
    22        2:1        1:0      +  *0.659  0.341
    23        2:1        2:1          0.41  *0.59 
    24        2:1        1:0      +  *0.763  0.237
    25        2:1        1:0      +  *0.85   0.15 
    26        2:1        1:0      +  *0.767  0.233
    27        2:1        2:1          0.28  *0.72 
    28        2:1        2:1          0.393 *0.607
    29        2:1        2:1          0.39  *0.61 
    30        2:1        1:0      +  *0.733  0.267
    31        1:0        1:0         *1      0    
    32        1:0        1:0         *1      0    
    33        1:0        1:0         *0.579  0.421
    34        1:0        1:0         *0.642  0.358
    35        1:0        1:0         *0.508  0.492
    36        1:0        2:1      +   0.122 *0.878
    37        1:0        2:1      +   0.388 *0.612
    38        1:0        2:1      +   0.455 *0.545
    39        1:0        1:0         *0.961  0.039
    40        1:0        2:1      +   0.432 *0.568
    41        1:0        1:0         *0.945  0.055
    42        1:0        1:0         *0.805  0.195
    43        1:0        2:1      +   0.116 *0.884
    44        1:0        2:1      +   0.043 *0.957
    45        1:0        2:1      +   0.481 *0.519
    46        1:0        1:0         *0.944  0.056
    47        1:0        2:1      +   0     *1    
    48        1:0        1:0         *0.629  0.371
    49        1:0        2:1      +   0.001 *0.999
    50        1:0        2:1      +   0.216 *0.784
    51        1:0        1:0         *0.958  0.042
    52        1:0        1:0         *0.686  0.314
    53        1:0        2:1      +   0.445 *0.555
    54        1:0        1:0         *0.9    0.1  
    55        1:0        2:1      +   0.387 *0.613
    56        1:0        1:0         *0.792  0.208
    57        1:0        2:1      +   0.002 *0.998
    58        1:0        1:0         *0.698  0.302
    59        1:0        1:0         *0.925  0.075
     1        2:1        2:1          0     *1    
     2        2:1        1:0      +  *0.537  0.463
     3        2:1        1:0      +  *0.934  0.066
     4        2:1        1:0      +  *0.991  0.009
     5        2:1        2:1          0.233 *0.767
     6        2:1        1:0      +  *0.737  0.263
     7        2:1        2:1          0.253 *0.747
     8        2:1        2:1          0.494 *0.506
     9        2:1        1:0      +  *0.962  0.038
    10        2:1        2:1          0.435 *0.565
    11        2:1        2:1          0.397 *0.603
    12        2:1        2:1          0.184 *0.816
    13        2:1        1:0      +  *0.731  0.269
    14        2:1        2:1          0.446 *0.554
    15        2:1        1:0      +  *0.587  0.413
    16        2:1        1:0      +  *0.726  0.274
    17        2:1        2:1          0.005 *0.995
    18        2:1        2:1          0.364 *0.636
    19        2:1        2:1          0.031 *0.969
    20        2:1        2:1          0.006 *0.994
    21        2:1        1:0      +  *0.744  0.256
    22        2:1        1:0      +  *0.531  0.469
